SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2018,187000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,8,None,Masters,Private business,Male,Tier 4
2018,85000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,2,Associates (2 years),Private business,Male,Tier 2
2018,139000.0,United States,Microsoft SQL Server,17,Full time employee,Architect,False,15,2,Bachelors (4 years),Private business,Male,Tier 3
2018,86000.0,United States,Microsoft SQL Server,18,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,2,1,None (no degree completed),Private business,Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,13,Full time employee,"Developer: App code (C#, JS, etc)",False,10,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,12,4,Bachelors (4 years),Private business,Male,Tier 3
2018,128500.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,19,1,Associates (2 years),Private business,Male,Tier 3
2018,60300.0,United Kingdom,Microsoft SQL Server,4,Full time employee,Analyst,False,4,1,Associates (2 years),Private business,Male,Tier 2
2018,84000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,2,None,None (no degree completed),Private business,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,True,1,None,Bachelors (4 years),Private business,Male,Tier 3
2018,96000.0,United States,Microsoft SQL Server,14,Full time employee,Manager,True,8,None,Masters,Non-profit,Male,Tier 2
2018,90000.0,United States,Oracle,10,Full time employee,DBA,False,13,None,Bachelors (4 years),Private business,Male,Tier 2
2018,98000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,7,4,Bachelors (4 years),Private business,Male,Tier 2
2018,71000.0,Netherlands,Microsoft SQL Server,18,Full time employee,DBA,True,1,3,Bachelors (4 years),Private business,Male,Tier 2
2018,73000.0,United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",False,4,1,Bachelors (4 years),Private business,Male,Tier 2
2018,22000.0,Argentina,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",False,5,1,Associates (2 years),Private business,Male,Tier 1
2018,100000.0,United States,Microsoft SQL Server,4,Contractual work,DBA,False,4,5,Bachelors (4 years),State/province government,Male,Tier 3
2018,43000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,1,4,Associates (2 years),Private business,Male,Tier 1
2018,101725.0,United States,Microsoft SQL Server,10,Contractual work,"Developer: App code (C#, JS, etc)",True,10,5,Bachelors (4 years),Federal government,Male,Tier 3
2018,56000.0,Canada,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",False,8,More than 5,Bachelors (4 years),Local government,Female,Tier 2
2018,115000.0,United States,Microsoft SQL Server,6,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,7,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 3
2018,105000.0,United States,Microsoft SQL Server,12,Full time employee,DBA,False,8,None,Bachelors (4 years),Private business,Male,Tier 3
2018,73000.0,Canada,Microsoft SQL Server,3,Full time employee,DBA,False,2,None,Associates (2 years),Private business,Male,Tier 2
2018,194000.0,United States,Microsoft SQL Server,16,Full time employee,Manager,True,8,None,None (no degree completed),Private business,Male,Tier 4
2018,73000.0,United States,Microsoft SQL Server,7,Full time employee,Engineer,False,7,More than 5,Bachelors (4 years),Private business,Female,Tier 2
2018,149000.0,United States,Microsoft SQL Server,8,Full time employee,Manager,True,2,1,Bachelors (4 years),Non-profit,Female,Tier 3
2018,140000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,15,None,None (no degree completed),Non-profit,Male,Tier 3
2018,64477.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,5,1,Bachelors (4 years),Non-profit,Female,Tier 2
2018,160000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,15,4,Bachelors (4 years),Private business,Male,Tier 4
2018,78000.0,Canada,Microsoft SQL Server,7,Contractual work,Data Scientist,False,7,None,Bachelors (4 years),Private business,Male,Tier 2
2018,107000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,4,1,Associates (2 years),Private business,Male,Tier 3
2018,80000.0,United Kingdom,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",False,4,2,None (no degree completed),Private business,Prefer not to say,Tier 2
2018,36312.0,New Zealand,Microsoft SQL Server,8,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,8,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 1
2018,85000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,10,None,None (no degree completed),Private business,Male,Tier 2
2018,145000.0,Switzerland,Microsoft SQL Server,14,Full time employee,Manager,True,4,None,Bachelors (4 years),Local government,Male,Tier 3
2018,155000.0,United States,Microsoft SQL Server,12,Full time employee,Manager,True,10,1,Bachelors (4 years),Private business,Male,Tier 4
2018,95000.0,Denmark,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,15,None,Bachelors (4 years),Private business,Male,Tier 2
2018,132000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,True,4,3,Bachelors (4 years),Private business,Male,Tier 3
2018,100000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,4,1,None (no degree completed),Private business,Male,Tier 3
2018,132131.0,United States,Microsoft SQL Server,12,Full time employee,Manager,True,2,2,Masters,Private business,Male,Tier 3
2018,91000.0,United States,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,8,2,Associates (2 years),"Education (K-12, college, university)",Male,Tier 2
2018,108000.0,United States,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,False,1,1,Associates (2 years),Non-profit,Non-Legitimate answer,Tier 3
2018,109000.0,Canada,Microsoft SQL Server,25,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,25,1,Bachelors (4 years),Private business,Male,Tier 3
2018,49500.0,United Kingdom,Microsoft SQL Server,3,Full time employee,Analyst,False,4,None,Bachelors (4 years),Private business,Male,Tier 1
2018,115000.0,United States,Microsoft SQL Server,16,Full time employee,"Developer: App code (C#, JS, etc)",True,16,1,Bachelors (4 years),Private business,Male,Tier 3
2018,58000.0,United States,Microsoft SQL Server,1,Full time employee,Developer: T-SQL,False,1,5,Bachelors (4 years),Private business,Male,Tier 2
2018,126000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,None,None (no degree completed),Private business,Male,Tier 3
2018,72000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,False,4,3,None (no degree completed),Private business,Male,Tier 2
2018,123000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,15,None,Masters,Private business,Male,Tier 3
2018,122500.0,United States,Microsoft SQL Server,8,Full time employee,Engineer,False,5,None,Bachelors (4 years),Private business,Male,Tier 3
2018,120000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,2,Bachelors (4 years),Private business,Male,Tier 3
2018,104000.0,United States,Microsoft SQL Server,16,Full time employee,"Developer: App code (C#, JS, etc)",False,16,5,Bachelors (4 years),Private business,Male,Tier 3
2018,121000.0,United States,Microsoft SQL Server,9,Full time employee,DBA,True,6,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 3
2018,43000.0,Romania,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,8,None,None (no degree completed),Private business,Male,Tier 1
2018,54000.0,United States,Microsoft SQL Server,5,Full time employee,Other,False,3,1,Bachelors (4 years),Private business,Male,Tier 2
2018,62700.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,2,Bachelors (4 years),Non-profit,Male,Tier 2
2018,115000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,2,1,Bachelors (4 years),Private business,Male,Tier 3
2018,118000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,6,1,None (no degree completed),Private business,Male,Tier 3
2018,62700.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,2,Bachelors (4 years),Non-profit,Male,Tier 2
2018,98000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,40,None,Associates (2 years),Private business,Female,Tier 2
2018,60000.0,India,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,False,14,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,7,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,1,Masters,Private business,Male,Tier 2
2018,106000.0,United States,Microsoft SQL Server,16,Full time employee,Architect,False,16,3,Bachelors (4 years),Private business,Male,Tier 3
2018,150000.0,United States,Other,2,Full time employee,Architect,False,10,None,None (no degree completed),Private business,Male,Tier 4
2018,98000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,1,3,Masters,Private business,Male,Tier 2
2018,65000.0,United Kingdom,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",False,2,None,Bachelors (4 years),Private business,Male,Tier 2
2018,160000.0,United States,Microsoft SQL Server,13,Full time employee,Manager,True,7,2,Bachelors (4 years),Private business,Male,Tier 4
2018,118556.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,15,None,Associates (2 years),Private business,Male,Tier 3
2018,57706.0,United Kingdom,Microsoft SQL Server,13,Full time employee,"Developer: App code (C#, JS, etc)",False,10,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,20,None,Masters,Local government,Male,Tier 3
2018,90000.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,150000.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",False,5,5,Bachelors (4 years),Private business,Male,Tier 4
2018,125000.0,United States,MySQL/MariaDB,10,Full time employee,"Developer: App code (C#, JS, etc)",False,3,4,Bachelors (4 years),Private business,Male,Tier 3
2018,38000.0,Other,Microsoft SQL Server,10,Full time employee,Architect,True,1,2,Masters,Private business,Male,Tier 1
2018,80000.0,United States,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,6,4,Associates (2 years),Non-profit,Prefer not to say,Tier 2
2018,82000.0,United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,False,18,None,Bachelors (4 years),Private business,Male,Tier 2
2018,88000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,25,2,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,150000.0,United Kingdom,Microsoft SQL Server,19,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,18,None,Bachelors (4 years),Private business,Male,Tier 4
2018,133000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",False,4,5,None (no degree completed),Private business,Male,Tier 3
2018,115000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,2,None,Masters,Private business,Male,Tier 3
2018,77000.0,Australia,Microsoft SQL Server,15,Full time employee,Engineer,False,15,More than 5,None (no degree completed),Private business,Male,Tier 2
2018,112000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,18,None,Bachelors (4 years),Private business,Male,Tier 3
2018,65000.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,4,Bachelors (4 years),Private business,Male,Tier 2
2018,82000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,False,2,2,Bachelors (4 years),Private business,Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,2,Full time employee,Manager,True,5,None,Masters,Non-profit,Non-Legitimate answer,Tier 2
2018,125000.0,United States,Microsoft SQL Server,15,Full time employee,Engineer,True,5,2,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 3
2018,128500.0,United States,Microsoft SQL Server,12,Full time employee,DBA,False,2,None,Bachelors (4 years),Private business,Male,Tier 3
2018,44000.0,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,True,3,None,Bachelors (4 years),Private business,Male,Tier 1
2018,85000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,1,None (no degree completed),State/province government,Male,Tier 2
2018,115000.0,United Kingdom,Microsoft SQL Server,18,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,12,2,Bachelors (4 years),State/province government,Male,Tier 3
2018,95000.0,United States,Microsoft SQL Server,12,Full time employee,Manager,True,3,None,None (no degree completed),Private business,Male,Tier 2
2018,98000.0,United States,Microsoft SQL Server,10,Full time employee,Engineer,True,2,None,Associates (2 years),Private business,Male,Tier 2
2018,150000.0,Canada,Oracle,15,Contractual work,Analyst,True,5,2,Associates (2 years),Private business,Male,Tier 4
2018,100000.0,United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,False,15,1,Bachelors (4 years),Private business,Male,Tier 3
2018,118000.0,United Kingdom,Microsoft SQL Server,19,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,None,Masters,Private business,Male,Tier 3
2018,57000.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,2,1,Bachelors (4 years),Private business,Female,Tier 2
2018,108000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,True,4,3,Bachelors (4 years),Private business,Male,Tier 3
2018,66000.0,United States,Microsoft SQL Server,2,Full time employee,Developer: T-SQL,False,2,1,None (no degree completed),Private business,Male,Tier 2
2018,96000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,26,4,Associates (2 years),Local government,Female,Tier 2
2018,118000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,4,None,Bachelors (4 years),State/province government,Male,Tier 3
2018,160000.0,United States,Microsoft SQL Server,15,Full time employee,Architect,True,9,1,None (no degree completed),Private business,Male,Tier 4
2018,63344.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,1,None (no degree completed),Private business,Male,Tier 2
2018,109000.0,United States,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,False,10,1,Associates (2 years),Private business,Male,Tier 3
2018,126000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,1,5,Masters,Private business,Male,Tier 3
2018,105000.0,United States,Microsoft SQL Server,13,Contractual work,"Developer: App code (C#, JS, etc)",False,3,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,65240.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,5,None,None (no degree completed),Private business,Male,Tier 2
2018,43000.0,Netherlands,Microsoft SQL Server,19,Part time,"Developer: App code (C#, JS, etc)",False,20,None,None (no degree completed),Private business,Male,Tier 1
2018,62000.0,Canada,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,4,None,Associates (2 years),Private business,Male,Tier 2
2018,85000.0,Canada,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,10,1,Masters,Local government,Male,Tier 2
2018,122000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,17,1,Bachelors (4 years),Private business,Male,Tier 3
2018,120000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,5,None,Masters,Non-profit,Male,Tier 3
2018,112000.0,United States,Microsoft SQL Server,7,Full time employee,Architect,False,3,2,Bachelors (4 years),Non-profit,Male,Tier 3
2018,90000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,5,2,Bachelors (4 years),Private business,Male,Tier 2
2018,52916.0,Canada,Microsoft SQL Server,7,Full time employee,DBA,False,3,1,None (no degree completed),Private business,Male,Tier 2
2018,150000.0,United States,Microsoft SQL Server,17,Full time employee,Manager,True,14,1,Bachelors (4 years),Private business,Male,Tier 4
2018,160000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,10,2,Masters,Private business,Male,Tier 4
2018,53443.0,Spain,Microsoft SQL Server,4,Full time employee,Manager,True,4,None,Masters,Private business,Male,Tier 2
2018,102000.0,United States,Microsoft SQL Server,15,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,15,2,Associates (2 years),Private business,Male,Tier 3
2018,58000.0,United States,Microsoft SQL Server,3,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,2,1,Associates (2 years),Private business,Male,Tier 2
2018,69092.0,Canada,Microsoft SQL Server,15,Full time employee,DBA,False,5,None,Bachelors (4 years),Non-profit,Male,Tier 2
2018,80500.0,United Kingdom,Microsoft SQL Server,5,Part time,Analyst,False,3,2,Bachelors (4 years),State/province government,Male,Tier 2
2018,53620.0,United Kingdom,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,None,None (no degree completed),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,22,Full time employee,Developer: T-SQL,False,35,1,None (no degree completed),Private business,Male,Tier 3
2018,125000.0,United States,Microsoft SQL Server,15,Contractual work,Developer: T-SQL,False,4,More than 5,None (no degree completed),Private business,Male,Tier 3
2018,85000.0,United States,Microsoft SQL Server,5,Full time employee,Other,True,10,1,None (no degree completed),Local government,Male,Tier 2
2018,92103.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,10,4,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,47500.0,France,MySQL/MariaDB,5,Full time employee,Engineer,False,5,None,Masters,Private business,Male,Tier 1
2018,60000.0,Canada,Microsoft SQL Server,8,Full time employee,Other,True,5,2,Associates (2 years),Private business,Male,Tier 2
2018,145000.0,United States,Microsoft SQL Server,17,Full time employee,Architect,True,7,None,None (no degree completed),Private business,Male,Tier 3
2018,68367.0,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,False,21,None,Bachelors (4 years),Private business,Male,Tier 2
2018,78000.0,United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,12,1,Bachelors (4 years),Private business,Male,Tier 2
2018,98000.0,United States,Oracle,10,Full time employee,Architect,False,10,None,Bachelors (4 years),Private business,Female,Tier 2
2018,94000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,True,1,2,Bachelors (4 years),Private business,Male,Tier 2
2018,48000.0,Other,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,5,None,Bachelors (4 years),Private business,Male,Tier 1
2018,87000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,106000.0,United States,Microsoft SQL Server,20,Contractual work,DBA,False,9,2,None (no degree completed),Private business,Female,Tier 3
2018,100000.0,Canada,Microsoft SQL Server,18,Contractual work,DBA,False,18,None,Bachelors (4 years),Private business,Male,Tier 3
2018,144000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,4,2,Bachelors (4 years),Private business,Male,Tier 3
2018,83500.0,United States,Microsoft SQL Server,6,Full time employee,Analyst,False,6,3,Bachelors (4 years),Private business,Male,Tier 2
2018,49793.92,Canada,Microsoft SQL Server,15,Full time employee,Other,False,15,None,None (no degree completed),Private business,Male,Tier 1
2018,105000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,0,4,Bachelors (4 years),Private business,Male,Tier 3
2018,110000.0,United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,False,3,1,None (no degree completed),Private business,Male,Tier 3
2018,61671.0,France,DB2,8,Full time employee,Analyst,False,12,2,Associates (2 years),Private business,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,16,Full time employee,DBA,False,1,More than 5,Masters,Private business,Male,Tier 3
2018,80000.0,United States,Microsoft SQL Server,20,Contractual work,Other,False,17,None,Bachelors (4 years),Private business,Male,Tier 2
2018,58000.0,United States,Microsoft SQL Server,15,Full time employee,Engineer,False,23,2,None (no degree completed),Private business,Male,Tier 2
2018,76000.0,United States,Microsoft SQL Server,3,Full time employee,Engineer,True,2,3,Bachelors (4 years),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,10,Full time employee,Analyst,False,10,More than 5,None (no degree completed),State/province government,Male,Tier 3
2018,143800.0,United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,3,None (no degree completed),"Education (K-12, college, university)",Male,Tier 3
2018,40000.0,United States,Other,5,Full time employee,Other,False,10,3,Associates (2 years),Non-profit,Female,Tier 1
2018,48000.0,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,False,2,1,Bachelors (4 years),Private business,Male,Tier 1
2018,65000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,8,None,Bachelors (4 years),Private business,Male,Tier 2
2018,95000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",False,5,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,70000.0,United States,Amazon RDS (any flavor),5,Full time employee,"Developer: App code (C#, JS, etc)",False,11,1,Bachelors (4 years),Private business,Male,Tier 2
2018,95532.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,False,5,None,None (no degree completed),State/province government,Male,Tier 2
2018,30000.0,Russia,Microsoft SQL Server,10,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,None,Masters,Private business,Male,Tier 1
2018,89000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,True,2,1,Bachelors (4 years),Local government,Male,Tier 2
2018,68000.0,United States,Microsoft SQL Server,10,Full time employee,Other,False,10,2,Associates (2 years),Private business,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,6,More than 5,Bachelors (4 years),Non-profit,Male,Tier 3
2018,35000.0,Russia,Microsoft SQL Server,7,Full time employee,Engineer,True,8,More than 5,Masters,Private business,Male,Tier 1
2018,130000.0,United States,Microsoft SQL Server,19,Contractual work,DBA,False,19,1,None (no degree completed),Private business,Male,Tier 3
2018,90000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,4,None,Associates (2 years),Private business,Male,Tier 2
2018,68000.0,United States,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",False,4,4,None (no degree completed),"Education (K-12, college, university)",Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,3,Full time employee,Developer: T-SQL,False,3,2,Bachelors (4 years),Private business,Male,Tier 2
2018,96000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,11,None,Bachelors (4 years),Local government,Male,Tier 2
2018,45500.0,Belgium,Microsoft SQL Server,5,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,1,2,Masters,Private business,Male,Tier 1
2018,54462.0,Canada,Microsoft SQL Server,6,Full time employee,DBA,False,4,2,Bachelors (4 years),State/province government,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,28,Full time employee,Other,True,22,More than 5,Bachelors (4 years),Student,Male,Tier 3
2018,92000.0,United States,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,2,More than 5,Associates (2 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",True,15,2,None (no degree completed),Private business,Prefer not to say,Tier 3
2018,66152.0,Canada,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",True,10,None,Bachelors (4 years),Private business,Male,Tier 2
2018,116000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,2,2,None (no degree completed),Private business,Male,Tier 3
2018,75000.0,United Kingdom,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,2,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,107900.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,4,None,Bachelors (4 years),Private business,Male,Tier 3
2018,68000.0,United States,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,More than 5,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Analyst,False,20,None,Masters,Private business,Non-Legitimate answer,Tier 3
2018,60000.0,United Kingdom,Microsoft SQL Server,2,Contractual work,Engineer,False,6,None,Bachelors (4 years),Private business,Male,Tier 2
2018,125000.0,United States,Microsoft SQL Server,22,Full time employee,DBA,False,22,None,Masters,Private business,Male,Tier 3
2018,160000.0,United States,Microsoft SQL Server,25,Full time employee,Developer: T-SQL,False,11,1,Bachelors (4 years),Private business,Male,Tier 4
2018,129000.0,United States,Microsoft SQL Server,32,Full time employee,"Developer: App code (C#, JS, etc)",True,9,4,Bachelors (4 years),Private business,Male,Tier 3
2018,65000.0,United States,Microsoft SQL Server,8,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,3,2,None (no degree completed),Private business,Male,Tier 2
2018,136000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,8,4,Bachelors (4 years),Private business,Male,Tier 3
2018,90000.0,United States,Microsoft SQL Server,12,Contractual work,Architect,True,4,None,Bachelors (4 years),State/province government,Male,Tier 2
2018,137000.0,United States,Microsoft SQL Server,15,Full time employee,Manager,True,3,None,Bachelors (4 years),Private business,Male,Tier 3
2018,84000.0,United Kingdom,Microsoft SQL Server,12,Full time employee,DBA,False,0,3,None (no degree completed),Private business,Male,Tier 2
2018,85000.0,Canada,Microsoft SQL Server,18,Full time employee,DBA,False,7,None,Bachelors (4 years),Private business,Male,Tier 2
2018,89000.0,United States,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",False,11,None,Bachelors (4 years),Private business,Female,Tier 2
2018,146000.0,United States,Microsoft SQL Server,15,Full time employee,Architect,False,15,None,Bachelors (4 years),Private business,Male,Tier 3
2018,75200.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,2,3,Bachelors (4 years),Private business,Male,Tier 2
2018,109000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,True,9,None,None (no degree completed),Private business,Male,Tier 3
2018,83000.0,Sweden,Microsoft SQL Server,26,Full time employee,Developer: T-SQL,False,30,4,Associates (2 years),Private business,Male,Tier 2
2018,75000.0,United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,8,More than 5,None (no degree completed),Private business,Male,Tier 2
2018,63000.0,Other,Microsoft SQL Server,15,Contractual work,Architect,False,3,More than 5,Masters,Private business,Male,Tier 2
2018,89000.0,United States,Microsoft SQL Server,8,Full time employee,Engineer,False,5,2,Bachelors (4 years),Private business,Male,Tier 2
2018,80000.0,United States,Microsoft SQL Server,2,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,2,1,Masters,State/province government,Male,Tier 2
2018,68000.0,United States,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",False,2,4,None (no degree completed),Private business,Male,Tier 2
